groupId,name,id,urlkey
19054680,"Hacking",21123,"hacking"
19054680,"SEO (Search Engine Optimization)",23199,"seo-search-engine-optimization"
19054680,"Data Analytics",30928,"data-analytics"
17338462,"Business Intelligence",10538,"businessintell"
17338462,"Cloud Computing",15167,"cloud-computing"
17338462,"Hadoop",18060,"hadoop"
17338462,"Big Data",18062,"big-data"
17338462,"High Scalability Computing",24410,"high-scalability-computing"
17338462,"MapReduce",27591,"mapreduce"
17338462,"Machine Learning",29971,"machine-learning"
17338462,"Data Analytics",30928,"data-analytics"
17338462,"Data Visualization",37381,"data-visualization"
17338462,"Predictive Analytics",38458,"predictive-analytics"
17338462,"Data Mining",55324,"data-mining"
17338462,"Business Analytics",98842,"business-analytics"
17338462,"Data Science",102811,"data-science"
17338462,"Big Data Analytics",383411,"big-data-analytics"
17338462,"Big Data Developers",1482272,"big-data-developers"
18431333,"Software Development",3833,"softwaredev"
18431333,"New Technology",9696,"newtech"
18431333,"Web Technology",10209,"web"
18431333,"Cloud Computing",15167,"cloud-computing"
18431333,"Big Data",18062,"big-data"
18431333,"Technology Startups",108403,"technology-startups"
13312102,"New Technology",9696,"newtech"
13312102,"Cloud Computing",15167,"cloud-computing"
13312102,"Game Design",19225,"game-design"
13312102,"Virtualization",20479,"virtualization"
13312102,"Creating Your Own Reality",24379,"creating-your-own-reality"
13312102,"Augmented Reality",26061,"augmented-reality"
13312102,"Virtual Reality",26062,"virtual-reality"
13312102,"Motion Capture",32129,"motion-capture"
13312102,"Independent Game Development",41896,"independent-game-development"
13312102,"Social Augmented Reality",68717,"social-augmented-reality"
13312102,"Virtual Worlds",90683,"virtual-worlds"
13312102,"Stereoscopic Equipment and Methods",106708,"stereoscopic-equipment-and-methods"
13312102,"VR Glasses",1450602,"vr-glasses"
18802791,"Open Source",563,"opensource"
18802791,"New Technology",9696,"newtech"
18802791,"Big Data",18062,"big-data"
18802791,"Machine Learning",29971,"machine-learning"
18802791,"Data Analytics",30928,"data-analytics"
18802791,"Data Visualization",37381,"data-visualization"
18802791,"Predictive Analytics",38458,"predictive-analytics"
18802791,"Data Mining",55324,"data-mining"
18802791,"Data Science",102811,"data-science"
18802791,"Neo4j",179941,"neo4j"
18802791,"Graph Databases",193021,"graph-databases"
18802791,"Big Data Analytics",383411,"big-data-analytics"
18802791,"OrientDB",1489512,"orientdb"
18802791,"Tinkerpop",1506617,"tinkerpop"
18802791,"Titan Graph Database",1506618,"titan-graph-database"
4494012,"New Technology",9696,"newtech"
4494012,"Web Technology",10209,"web"
4494012,"Technology",10579,"technology"
4494012,"Technology Professionals",22203,"technology-professionals"
4494012,"Data Analytics",30928,"data-analytics"
4494012,"Web Programming",39049,"web-programmers"
4494012,"Computer programming",48471,"computer-programming"
4494012,"Solr",77841,"solr"
4494012,"Big Data Analytics",383411,"big-data-analytics"
4494012,"Elasticsearch",1058992,"elasticsearch"
4494012,"Apache Lucene",1498302,"apache-lucene"
3483762,"Java",189,"java"
3483762,"PHP",455,"php"
3483762,"Open Source",563,"opensource"
3483762,"Ruby",1040,"ruby"
3483762,"Software Development",3833,"softwaredev"
3483762,"New Technology",9696,"newtech"
3483762,"Web Development",15582,"web-development"
3483762,"Hadoop",18060,"hadoop"
3483762,"Big Data",18062,"big-data"
3483762,"Mobile Development",21441,"mobile-development"
3483762,"Startup Businesses",21681,"startup-businesses"
3483762,"Technology Professionals",22203,"technology-professionals"
3483762,"Computer programming",48471,"computer-programming"
3483762,"San Francisco Tech Community",159175,"san-francisco-tech-community"
3483762,"Big Data Analytics",383411,"big-data-analytics"
19046419,"Business Intelligence",10538,"businessintell"
19046419,"Business Intelligence Best Practices",22622,"business-intelligence-best-practices"
19046419,"Data Analytics",30928,"data-analytics"
19046419,"Data Visualization",37381,"data-visualization"
19046419,"Business Analytics",98842,"business-analytics"
19046419,"Data Science",102811,"data-science"
19046419,"Business Intelligence Tools and Technology",148287,"business-intelligence-tools-and-technology"
19046419,"Big Data Analytics",383411,"big-data-analytics"
6703222,"Open Source",563,"opensource"
6703222,"Python",1064,"python"
6703222,"Business Intelligence",10538,"businessintell"
6703222,"Big Data",18062,"big-data"
6703222,"Machine Learning",29971,"machine-learning"
6703222,"Text Analytics",29972,"text-analytics"
6703222,"Data Analytics",30928,"data-analytics"
6703222,"Data Visualization",37381,"data-visualization"
6703222,"Predictive Analytics",38458,"predictive-analytics"
6703222,"Computer programming",48471,"computer-programming"
6703222,"Data Mining",55324,"data-mining"
6703222,"R Project for Statistical Computing",98380,"r-project-for-statistical-computing"
6703222,"Data Science",102811,"data-science"
19106578,"Artificial Intelligence",456,"ai"
19106578,"Python",1064,"python"
19106578,"Hacking",21123,"hacking"
19106578,"Mobile Development",21441,"mobile-development"
19106578,"Machine Learning",29971,"machine-learning"
19106578,"Application Development",36167,"application-development"
19106578,"Predictive Analytics",38458,"predictive-analytics"
19106578,"neural networks",39679,"neural-networks"
19106578,"Data Mining",55324,"data-mining"
19106578,"Artificial Intelligence Applications",90163,"artificial-intelligence-applications"
19106578,"Machine Intelligence",98137,"machine-intelligence"
19106578,"Data Science",102811,"data-science"
19106578,"Apps",114656,"apps"
19106578,"Deep Learning",1456952,"deep-learning"
19106578,"Data Science using Python",1481522,"data-science-using-python"
13402242,"Linux",188,"linux"
13402242,"Open Source",563,"opensource"
13402242,"Cloud Computing",15167,"cloud-computing"
13402242,"Big Data",18062,"big-data"
13402242,"Virtualization",20479,"virtualization"
13402242,"High Scalability Computing",24410,"high-scalability-computing"
13402242,"PaaS (Platform as a Service)",31197,"paas"
13402242,"Configuration Management",46810,"configuration-management"
13402242,"Data Center and Operations Automation",46831,"data-center-and-operations-automation"
13402242,"DevOps",87614,"devops"
13402242,"IaaS (Infrastructure as a Service)",107633,"iaas-infrastructure-as-a-service"
13402242,"Infrastructure as Code",126177,"infrastructure-as-code"
13402242,"OpenStack",142180,"openstack"
13402242,"Continuous Delivery",166000,"continuous-delivery"
13402242,"Web Operations",230341,"web-operations"
13402242,"Docker",1454542,"docker"
18221188,"Salesforce.com",10464,"salesforce"
18221188,"Cloud Computing",15167,"cloud-computing"
18221188,"SaaS (Software as a Service)",33089,"saas-software-as-a-service"
18221188,"Apex",37581,"apex"
18221188,"Force.com",164165,"force-com"
18221188,"Salesforce.com Users",605252,"salesforce-com-users"
18221188,"Salesforce.com Admins",605262,"salesforce-com-admins"
18221188,"Salesforce training",851692,"salesforce-training"
18221188,"Salesforce.com CRM",997092,"salesforce-com-crm"
18221188,"Salesforce.com Service",997102,"salesforce-com-service"
18221188,"Salesforce.com and Database.com",997202,"salesforce-com-and-database-com"
16101512,"Data Management",10494,"datamanagement"
16101512,"Business Intelligence",10538,"businessintell"
16101512,"Hadoop",18060,"hadoop"
16101512,"Big Data",18062,"big-data"
16101512,"MapReduce",27591,"mapreduce"
16101512,"Machine Learning",29971,"machine-learning"
16101512,"Data Analytics",30928,"data-analytics"
16101512,"Predictive Analytics",38458,"predictive-analytics"
16101512,"NoSQL",58162,"nosql"
16101512,"Silicon Valley Entrepreneur",96036,"silicon-valley-entrepreneur"
16101512,"Silicon Valley Networking",96038,"silicon-valley-networking"
16101512,"Big Data Analytics",383411,"big-data-analytics"
15827092,"Linux",188,"linux"
15827092,"Web Performance",15091,"web-performance"
15827092,"Cloud Computing",15167,"cloud-computing"
15827092,"Amazon Web Services",20398,"amazon-web-services"
15827092,"High Scalability Computing",24410,"high-scalability-computing"
15827092,"PaaS (Platform as a Service)",31197,"paas"
15827092,"Configuration Management",46810,"configuration-management"
15827092,"Data Center and Operations Automation",46831,"data-center-and-operations-automation"
15827092,"Monitoring",84070,"monitoring"
15827092,"DevOps",87614,"devops"
15827092,"IaaS (Infrastructure as a Service)",107633,"iaas-infrastructure-as-a-service"
15827092,"reliability",163860,"reliability"
15827092,"Application Performance Monitoring",687892,"application-performance-monitoring"
15827092,"Application Performance Management",697082,"application-performance-management"
15827092,"Performance Engineering",769092,"performance-engineering"
14252182,"Java",189,"java"
14252182,"Software Development",3833,"softwaredev"
14252182,"Salesforce.com",10464,"salesforce"
14252182,"Cloud Computing",15167,"cloud-computing"
14252182,"CRM",15242,"crm"
14252182,"Android Development",20346,"android-developers"
14252182,"Mobile Development",21441,"mobile-development"
14252182,"J2EE",32745,"j2ee"
14252182,"SaaS (Software as a Service)",33089,"saas-software-as-a-service"
14252182,"iOS Development",127567,"ios-development"
14252182,"Enterprise Software",138005,"enterprise-software"
14252182,"Force.com",164165,"force-com"
20279447,"Artificial Intelligence",456,"ai"
20279447,"Open Source",563,"opensource"
20279447,"New Technology",9696,"newtech"
20279447,"Web Technology",10209,"web"
20279447,"Big Data",18062,"big-data"
20279447,"Natural Language Processing",24553,"natural-language-processing"
20279447,"Machine Learning",29971,"machine-learning"
20279447,"Text Analytics",29972,"text-analytics"
20279447,"neural networks",39679,"neural-networks"
20279447,"Data Mining",55324,"data-mining"
20279447,"Artificial Intelligence Applications",90163,"artificial-intelligence-applications"
20279447,"Machine Intelligence",98137,"machine-intelligence"
20279447,"Data Science",102811,"data-science"
20279447,"computational linguistics",148866,"computational-linguistics"
20279447,"Deep Learning",1456952,"deep-learning"
12832922,"Open Source",563,"opensource"
12832922,"Web Design",659,"webdesign"
12832922,"Ruby",1040,"ruby"
12832922,"Software Development",3833,"softwaredev"
12832922,"JavaScript",7029,"javascript"
12832922,"Web Development",15582,"web-development"
12832922,"Ruby On Rails",20837,"ruby-on-rails"
12832922,"Mobile Development",21441,"mobile-development"
12832922,"Computer programming",48471,"computer-programming"
12832922,"HTML5",78565,"html5"
19722401,"Artificial Intelligence",456,"ai"
19722401,"Robotics",682,"robotics"
19722401,"Machine Learning",29971,"machine-learning"
19722401,"Image Processing",47490,"image-processing"
19722401,"Computer Vision",126717,"computer-vision"
19722401,"Kinect",141740,"kinect"
19722401,"machine vision",150896,"machine-vision"
19722401,"OpenCV",1015222,"opencv"
19722401,"image analysis",1202302,"image-analysis"
19722401,"ITK",1507713,"itk"
19722401,"Speech Processing",1508338,"speech-processing"
8110242,"Java",189,"java"
8110242,"Open Source",563,"opensource"
8110242,"Software Development",3833,"softwaredev"
8110242,"Cloud Computing",15167,"cloud-computing"
8110242,"Big Data",18062,"big-data"
8110242,"High Scalability Computing",24410,"high-scalability-computing"
8110242,"NoSQL",58162,"nosql"
8110242,"High Performance Computing",77687,"high-performance-computing"
8110242,"Big Data Analytics",383411,"big-data-analytics"
8110242,"Scalability",490192,"scalability"
8110242,"High Availability and Disaster Recovery",530932,"high-availability-and-disaster-recovery"
18983075,"Open Source",563,"opensource"
18983075,"Software Development",3833,"softwaredev"
18983075,"Cloud Computing",15167,"cloud-computing"
18983075,"Big Data",18062,"big-data"
18983075,"High Scalability Computing",24410,"high-scalability-computing"
18983075,"PaaS (Platform as a Service)",31197,"paas"
18983075,"Data Center and Operations Automation",46831,"data-center-and-operations-automation"
18983075,"OpenStack",142180,"openstack"
18983075,"Messaging systems",665172,"messaging-systems"
18983075,"SDN",1417742,"sdn"
18983075,"Docker",1454542,"docker"
18983075,"Microservices",1504699,"microservices"
18983075,"Containers",1504752,"containers"
18983075,"Cloud Native",1506897,"cloud-native"
19128488,"System Administration",2109,"sysadmin"
19128488,"Web Technology",10209,"web"
19128488,"Cloud Computing",15167,"cloud-computing"
19128488,"PaaS (Platform as a Service)",31197,"paas"
19128488,"SaaS (Software as a Service)",33089,"saas-software-as-a-service"
19128488,"Configuration Management",46810,"configuration-management"
19128488,"Data Center and Operations Automation",46831,"data-center-and-operations-automation"
19128488,"DevOps",87614,"devops"
18753708,"Open Source",563,"opensource"
18753708,"Software Development",3833,"softwaredev"
18753708,"New Technology",9696,"newtech"
18753708,"Cloud Computing",15167,"cloud-computing"
18753708,"Big Data",18062,"big-data"
18753708,"High Scalability Computing",24410,"high-scalability-computing"
18753708,"PaaS (Platform as a Service)",31197,"paas"
18753708,"SaaS (Software as a Service)",33089,"saas-software-as-a-service"
18753708,"IaaS (Infrastructure as a Service)",107633,"iaas-infrastructure-as-a-service"
18753708,"Cloud Security",110474,"cloud-security"
18753708,"Cloud Computing Security",141165,"cloud-computing-security"
2603182,"Java",189,"java"
2603182,"Software Development",3833,"softwaredev"
2603182,"Google",6490,"google"
2603182,"Internet Professionals",10102,"internetpro"
2603182,"Cloud Computing",15167,"cloud-computing"
2603182,"Web Development",15582,"web-development"
2603182,"Mobile Technology",16216,"mobile-technology"
2603182,"Social Media Marketing",17742,"social-media-marketing"
2603182,"Android",19724,"android"
2603182,"Android Development",20346,"android-developers"
2603182,"GTUG",24001,"gtug"
2603182,"Google Technology User Group",27790,"google-technology-user-group"
2603182,"SaaS (Software as a Service)",33089,"saas-software-as-a-service"
19914930,"Open Source",563,"opensource"
19914930,"Cloud Computing",15167,"cloud-computing"
19914930,"Big Data",18062,"big-data"
19914930,"NoSQL",58162,"nosql"
19914930,"DevOps",87614,"devops"
19914930,"Continuous Delivery",166000,"continuous-delivery"
19914930,"Docker",1454542,"docker"
19914930,"apache mesos",1486592,"apache-mesos"
18224500,"Open Source",563,"opensource"
18224500,"New Technology",9696,"newtech"
18224500,"Cloud Computing",15167,"cloud-computing"
18224500,"Hadoop",18060,"hadoop"
18224500,"Big Data",18062,"big-data"
18224500,"High Scalability Computing",24410,"high-scalability-computing"
18224500,"MapReduce",27591,"mapreduce"
18224500,"Machine Learning",29971,"machine-learning"
18224500,"Data Analytics",30928,"data-analytics"
18224500,"Data Visualization",37381,"data-visualization"
18224500,"Predictive Analytics",38458,"predictive-analytics"
18224500,"Data Mining",55324,"data-mining"
18224500,"NoSQL",58162,"nosql"
18224500,"Data Science",102811,"data-science"
18224500,"Big Data Analytics",383411,"big-data-analytics"
18753722,"Linux",188,"linux"
18753722,"Open Source",563,"opensource"
18753722,"Cloud Computing",15167,"cloud-computing"
18753722,"Virtualization",20479,"virtualization"
18753722,"DevOps",87614,"devops"
18753722,"Software Defined Networking",537492,"software-defined-networking"
18753722,"Network Architecture",537502,"network-architecture"
18753722,"Docker",1454542,"docker"
18753722,"Rocket",1503888,"rocket"
18753722,"Containers",1504752,"containers"
15059142,"Enterprise Search",22034,"enterprise-search"
15059142,"Natural Language Processing",24553,"natural-language-processing"
15059142,"Text Analytics",29972,"text-analytics"
15059142,"NoSQL",58162,"nosql"
15059142,"Solr",77841,"solr"
15059142,"Search Engines",105317,"search-engines"
15059142,"information Retrieval",227861,"information-retrieval"
15059142,"Content Search",426402,"content-search"
15059142,"Elasticsearch",1058992,"elasticsearch"
15059142,"Apache Lucene",1498302,"apache-lucene"
18780359,"Java",189,"java"
18780359,"Open Source",563,"opensource"
18780359,"C/C++",1327,"c"
18780359,"Software Development",3833,"softwaredev"
18780359,"Web Technology",10209,"web"
18780359,"Cloud Computing",15167,"cloud-computing"
18780359,"Android Development",20346,"android-developers"
18780359,"Software Configuration Management",21508,"software-configuration-management"
18780359,"Continuous Integration",27922,"continuous-integration"
18780359,"Configuration Management",46810,"configuration-management"
18780359,"Computer programming",48471,"computer-programming"
18780359,"DevOps",87614,"devops"
18780359,"Continuous Delivery",166000,"continuous-delivery"
18780359,"Jenkins",186961,"jenkins"
18780359,"Build Automation",1142662,"build-automation"
18272459,"Hadoop",18060,"hadoop"
18272459,"MapReduce",27591,"mapreduce"
18272459,"Machine Learning",29971,"machine-learning"
18272459,"Data Analytics",30928,"data-analytics"
18272459,"Predictive Analytics",38458,"predictive-analytics"
18272459,"neural networks",39679,"neural-networks"
18272459,"Cassandra",77842,"cassandra"
18272459,"Data Science",102811,"data-science"
18272459,"Big Data Analytics",383411,"big-data-analytics"
18272459,"Elasticsearch",1058992,"elasticsearch"
18272459,"Deep Learning",1456952,"deep-learning"
18272459,"Apache Spark",1471442,"apache-spark"
18272459,"Apache Kafka",1488792,"apache-kafka"
18247884,"Open Source",563,"opensource"
18247884,"Architecture",1737,"architecture"
18247884,"Software Development",3833,"softwaredev"
18247884,"Scrum",10043,"scrum"
18247884,"Software Engineering",16325,"software-engineering"
18247884,"Mobile Development",21441,"mobile-development"
18247884,"Agile Project Management",21549,"agile-project-management"
18247884,"Kanban",37339,"kanban"
18247884,"Lean Startup",38660,"lean-startup"
18247884,"Computer programming",48471,"computer-programming"
18247884,"Chief Technology Officer",80529,"chief-technology-officer"
